hyperparameters,ntree,accuracy,f1_0,f1_1,f1_2,f1_3,f1_4,f1_5,f1_6,f1_7,f1_8,f1_9
minimal_size_for_split=5,50,0.9722222222222222,1.0,0.9444444444444444,1.0,0.8888888888888888,1.0,1.0,1.0,0.972972972972973,0.9444444444444444,0.9714285714285714
minimal_size_for_split=40,50,0.9555555555555556,1.0,0.918918918918919,0.9473684210526315,0.9142857142857143,1.0,1.0,1.0,1.0,0.8484848484848485,0.918918918918919
minimal_size_for_split=30,50,0.9388888888888889,1.0,0.8,0.972972972972973,0.8571428571428571,1.0,1.0,1.0,0.972972972972973,0.8571428571428571,0.918918918918919
minimal_size_for_split=50,50,0.9333333333333333,1.0,0.8484848484848485,0.9230769230769231,0.9444444444444444,1.0,0.9411764705882353,1.0,1.0,0.8484848484848485,0.8292682926829268
minimal_size_for_split=2,10,0.5333333333333333,0.3050847457627119,0.3333333333333333,0.6666666666666666,0.7142857142857143,0.7586206896551724,0.7586206896551724,0.6666666666666666,0.7142857142857143,0.36363636363636365,0.7142857142857143
minimal_size_for_split=2,20,0.5333333333333333,0.3025210084033613,0.5925925925925926,0.8387096774193549,0.7142857142857143,0.6666666666666666,0.43478260869565216,0.7142857142857143,0.6666666666666666,0.43478260869565216,0.6666666666666666
minimal_size_for_split=5,100,0.9888888888888889,1.0,0.972972972972973,1.0,0.9714285714285714,1.0,1.0,1.0,1.0,0.9444444444444444,1.0
minimal_size_for_split=20,100,0.9833333333333333,1.0,0.9473684210526315,1.0,0.9714285714285714,1.0,1.0,1.0,1.0,0.9142857142857143,1.0
minimal_size_for_split=10,100,0.9833333333333333,1.0,0.972972972972973,0.972972972972973,0.9714285714285714,1.0,1.0,1.0,1.0,0.9142857142857143,1.0
minimal_size_for_split=40,100,0.9555555555555556,1.0,0.8648648648648649,1.0,0.9714285714285714,1.0,1.0,0.972972972972973,0.9714285714285714,0.8484848484848485,0.9230769230769231
minimal_size_for_split=50,100,0.9444444444444444,1.0,0.8484848484848485,1.0,0.8823529411764706,1.0,0.972972972972973,1.0,0.9473684210526315,0.8823529411764706,0.9
minimal_size_for_split=30,100,0.9555555555555556,1.0,0.8648648648648649,0.972972972972973,0.9142857142857143,1.0,1.0,1.0,1.0,0.8235294117647058,0.972972972972973
minimal_size_for_split=10,1,0.7666666666666667,0.7027027027027027,0.8,0.8484848484848485,0.6842105263157895,0.75,0.7333333333333333,0.9444444444444444,0.7368421052631579,0.7317073170731707,0.7428571428571429
minimal_size_for_split=5,1,0.7277777777777777,0.8571428571428571,0.6666666666666666,0.7777777777777778,0.7428571428571429,0.7567567567567568,0.7777777777777778,0.6857142857142857,0.7777777777777778,0.4666666666666667,0.7027027027027027
minimal_size_for_split=20,1,0.7555555555555555,0.8888888888888888,0.5945945945945946,0.8108108108108109,0.6285714285714286,0.8,0.7878787878787878,0.8,0.85,0.7027027027027027,0.6857142857142857
minimal_size_for_split=30,1,0.7166666666666667,0.7906976744186046,0.75,0.7142857142857143,0.5714285714285714,0.6857142857142857,0.8125,0.8571428571428571,0.8,0.6829268292682927,0.4666666666666667
minimal_size_for_split=50,1,0.6111111111111112,0.8,0.5454545454545454,0.7567567567567568,0.5116279069767442,0.7428571428571429,0.6875,0.6857142857142857,0.5925925925925926,0.34146341463414637,0.4375
minimal_size_for_split=40,1,0.65,0.6857142857142857,0.6666666666666666,0.8947368421052632,0.6060606060606061,0.6486486486486487,0.5333333333333333,0.7777777777777778,0.7272727272727273,0.25,0.5365853658536586
minimal_size_for_split=5,2,0.7444444444444445,0.6818181818181818,0.8108108108108109,0.7894736842105263,0.75,0.7027027027027027,0.75,0.8571428571428571,0.8108108108108109,0.7096774193548387,0.5517241379310345
minimal_size_for_split=10,2,0.75,0.7777777777777778,0.8,0.7368421052631579,0.7027027027027027,0.8571428571428571,0.8571428571428571,0.7692307692307693,0.8205128205128205,0.5,0.6666666666666666
minimal_size_for_split=20,2,0.7166666666666667,0.9444444444444444,0.6060606060606061,0.5294117647058824,0.717948717948718,0.75,0.6666666666666666,0.8125,0.8108108108108109,0.7317073170731707,0.5714285714285714
minimal_size_for_split=30,2,0.6722222222222223,0.7586206896551724,0.625,0.6111111111111112,0.6060606060606061,0.6857142857142857,0.7777777777777778,0.8717948717948718,0.7027027027027027,0.5,0.5957446808510638
minimal_size_for_split=40,2,0.6444444444444445,0.918918918918919,0.7,0.65,0.5161290322580645,0.5806451612903226,0.5641025641025641,0.4864864864864865,0.6829268292682927,0.6451612903225806,0.6666666666666666
minimal_size_for_split=50,2,0.6388888888888888,0.9714285714285714,0.34285714285714286,0.7741935483870968,0.6857142857142857,0.75,0.5,0.68,0.6829268292682927,0.42424242424242425,0.5555555555555556
minimal_size_for_split=2,1,0.5222222222222223,0.31683168316831684,0.6,0.48,0.625,0.5925925925925926,0.5714285714285714,0.6153846153846154,0.6666666666666666,0.5625,0.6896551724137931
minimal_size_for_split=5,5,0.8666666666666667,0.9473684210526315,0.918918918918919,0.9142857142857143,0.7647058823529411,0.8571428571428571,0.7222222222222222,0.9444444444444444,0.918918918918919,0.8947368421052632,0.7647058823529411
minimal_size_for_split=10,5,0.9111111111111111,0.9473684210526315,0.9444444444444444,0.9714285714285714,0.8,0.918918918918919,0.9090909090909091,0.9714285714285714,0.918918918918919,0.85,0.8823529411764706
minimal_size_for_split=20,5,0.8333333333333334,0.9,0.6857142857142857,0.8421052631578947,0.8484848484848485,0.8947368421052632,0.8571428571428571,0.9444444444444444,0.8648648648648649,0.7333333333333333,0.7368421052631579
minimal_size_for_split=30,5,0.8444444444444444,0.8780487804878049,0.8,0.918918918918919,0.8484848484848485,0.8,0.7567567567567568,0.9714285714285714,0.8888888888888888,0.8888888888888888,0.6857142857142857
minimal_size_for_split=40,5,0.8388888888888889,0.9,0.7777777777777778,0.8823529411764706,0.8205128205128205,0.8648648648648649,0.8571428571428571,0.972972972972973,0.8888888888888888,0.75,0.6470588235294118
minimal_size_for_split=50,5,0.8555555555555555,0.9,0.8108108108108109,0.972972972972973,0.8108108108108109,0.9090909090909091,0.8205128205128205,0.9142857142857143,0.9142857142857143,0.7878787878787878,0.7058823529411765
minimal_size_for_split=2,2,0.4777777777777778,0.32727272727272727,0.5185185185185185,0.6,0.46153846153846156,0.5517241379310345,0.4,0.5925925925925926,0.43478260869565216,0.6666666666666666,0.6
minimal_size_for_split=5,10,0.9444444444444444,0.9230769230769231,0.9444444444444444,0.9714285714285714,0.8888888888888888,1.0,0.9142857142857143,1.0,0.9444444444444444,0.9142857142857143,0.9444444444444444
minimal_size_for_split=10,10,0.9444444444444444,0.9473684210526315,0.9473684210526315,1.0,0.9444444444444444,0.9142857142857143,0.9142857142857143,0.9142857142857143,1.0,0.9444444444444444,0.9142857142857143
minimal_size_for_split=20,10,0.9111111111111111,0.972972972972973,0.8421052631578947,0.8823529411764706,0.9090909090909091,0.9714285714285714,0.8947368421052632,0.9714285714285714,0.918918918918919,0.8888888888888888,0.8648648648648649
minimal_size_for_split=30,10,0.9,0.9473684210526315,0.8823529411764706,0.972972972972973,0.8571428571428571,1.0,0.7777777777777778,0.9444444444444444,0.9444444444444444,0.9444444444444444,0.7222222222222222
minimal_size_for_split=40,10,0.8666666666666667,0.9230769230769231,0.8,0.9411764705882353,0.8823529411764706,0.8108108108108109,0.8888888888888888,0.9444444444444444,0.8205128205128205,0.8235294117647058,0.8333333333333334
minimal_size_for_split=50,10,0.8944444444444445,0.9230769230769231,0.8421052631578947,0.9444444444444444,0.8484848484848485,0.9444444444444444,0.8333333333333334,0.9411764705882353,0.9714285714285714,0.9090909090909091,0.8
minimal_size_for_split=2,5,0.5111111111111111,0.2975206611570248,0.6153846153846154,0.7142857142857143,0.7142857142857143,0.7586206896551724,0.43478260869565216,0.6153846153846154,0.6666666666666666,0.5185185185185185,0.48
minimal_size_for_split=5,20,0.9555555555555556,1.0,1.0,0.9714285714285714,0.9090909090909091,1.0,0.918918918918919,0.9473684210526315,0.9444444444444444,0.9444444444444444,0.918918918918919
minimal_size_for_split=2,50,0.45555555555555555,0.26865671641791045,0.5,0.6153846153846154,0.43478260869565216,0.48,0.7142857142857143,0.6666666666666666,0.6153846153846154,0.5217391304347826,0.5
minimal_size_for_split=10,20,0.9666666666666667,1.0,1.0,1.0,0.9411764705882353,0.9714285714285714,0.918918918918919,1.0,0.9444444444444444,0.972972972972973,0.918918918918919
minimal_size_for_split=20,20,0.9444444444444444,0.9473684210526315,0.9230769230769231,1.0,0.9411764705882353,0.9714285714285714,0.8947368421052632,0.9714285714285714,0.9714285714285714,0.9714285714285714,0.8571428571428571
minimal_size_for_split=30,20,0.9277777777777778,0.972972972972973,0.8648648648648649,0.9444444444444444,0.8888888888888888,0.9714285714285714,0.8888888888888888,1.0,0.9444444444444444,0.9714285714285714,0.8333333333333334
minimal_size_for_split=40,20,0.9111111111111111,0.9473684210526315,0.8888888888888888,0.918918918918919,0.8823529411764706,0.9444444444444444,0.8571428571428571,1.0,0.9444444444444444,0.918918918918919,0.8
minimal_size_for_split=50,20,0.9388888888888889,0.9230769230769231,0.8888888888888888,0.9444444444444444,0.9714285714285714,0.9714285714285714,0.9142857142857143,0.9714285714285714,0.9714285714285714,0.9444444444444444,0.8947368421052632
minimal_size_for_split=2,20,0.5277777777777778,0.3,0.6666666666666666,0.6428571428571429,0.56,0.7142857142857143,0.875,0.7142857142857143,0.43478260869565216,0.36363636363636365,0.6666666666666666
minimal_size_for_split=2,50,0.5055555555555555,0.288,0.56,0.56,0.43478260869565216,0.6666666666666666,0.7333333333333333,0.8387096774193549,0.5,0.38095238095238093,0.7586206896551724
minimal_size_for_split=10,50,0.9666666666666667,0.972972972972973,1.0,1.0,0.9411764705882353,1.0,0.9444444444444444,0.9714285714285714,0.9714285714285714,1.0,0.8717948717948718
minimal_size_for_split=20,50,0.9611111111111111,0.972972972972973,1.0,1.0,0.9142857142857143,0.9714285714285714,0.918918918918919,0.9714285714285714,0.9444444444444444,1.0,0.918918918918919
minimal_size_for_split=30,50,0.9444444444444444,0.972972972972973,0.8888888888888888,1.0,0.8823529411764706,1.0,0.9444444444444444,1.0,0.9714285714285714,0.972972972972973,0.8108108108108109
minimal_size_for_split=40,50,0.9222222222222223,0.972972972972973,0.8571428571428571,0.9444444444444444,0.8823529411764706,1.0,0.9142857142857143,1.0,0.9714285714285714,0.918918918918919,0.7692307692307693
minimal_size_for_split=50,50,0.9277777777777778,0.9473684210526315,0.8333333333333334,0.9444444444444444,0.8823529411764706,0.9444444444444444,0.9142857142857143,0.9714285714285714,0.9714285714285714,1.0,0.8717948717948718
minimal_size_for_split=5,50,0.95,0.9473684210526315,1.0,1.0,0.8888888888888888,0.9473684210526315,0.9142857142857143,0.9714285714285714,0.9714285714285714,1.0,0.8571428571428571
minimal_size_for_split=2,10,0.45555555555555555,0.2727272727272727,0.5,0.36363636363636365,0.48,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.6666666666666666,0.6153846153846154,0.5384615384615384
minimal_size_for_split=10,100,0.9722222222222222,1.0,0.972972972972973,1.0,0.9714285714285714,1.0,0.918918918918919,1.0,0.9714285714285714,1.0,0.8888888888888888
minimal_size_for_split=20,100,0.9722222222222222,0.972972972972973,1.0,1.0,0.9142857142857143,1.0,0.9444444444444444,1.0,0.9714285714285714,1.0,0.918918918918919
minimal_size_for_split=30,100,0.9555555555555556,0.9473684210526315,0.9411764705882353,0.972972972972973,0.9411764705882353,1.0,0.918918918918919,0.9714285714285714,0.9714285714285714,1.0,0.8947368421052632
minimal_size_for_split=40,100,0.9444444444444444,0.9473684210526315,0.8888888888888888,0.972972972972973,0.9090909090909091,1.0,0.918918918918919,0.9714285714285714,0.9714285714285714,1.0,0.8648648648648649
minimal_size_for_split=50,100,0.9277777777777778,0.9473684210526315,0.8888888888888888,0.9444444444444444,0.8823529411764706,0.972972972972973,0.8823529411764706,0.9714285714285714,0.9714285714285714,0.972972972972973,0.8421052631578947
minimal_size_for_split=5,1,0.7486033519553073,0.7317073170731707,0.7027027027027027,0.875,0.6451612903225806,0.8484848484848485,0.7368421052631579,0.8484848484848485,0.7692307692307693,0.6,0.7647058823529411
minimal_size_for_split=10,1,0.7039106145251397,0.8421052631578947,0.631578947368421,0.7741935483870968,0.6875,0.7692307692307693,0.6470588235294118,0.7428571428571429,0.7647058823529411,0.5238095238095238,0.6857142857142857
minimal_size_for_split=20,1,0.7430167597765364,0.8387096774193549,0.5294117647058824,0.7407407407407407,0.8095238095238095,0.7894736842105263,0.717948717948718,0.8205128205128205,0.8333333333333334,0.6666666666666666,0.6666666666666666
minimal_size_for_split=30,1,0.6703910614525139,0.8823529411764706,0.41379310344827586,0.6428571428571429,0.7441860465116279,0.7804878048780488,0.7142857142857143,0.7222222222222222,0.5777777777777777,0.6,0.5333333333333333
minimal_size_for_split=40,1,0.6759776536312849,0.8717948717948718,0.6153846153846154,0.6875,0.6222222222222222,0.85,0.6060606060606061,0.7804878048780488,0.7428571428571429,0.17391304347826086,0.5806451612903226
minimal_size_for_split=50,1,0.6033519553072626,0.7391304347826086,0.5925925925925926,0.6666666666666666,0.7619047619047619,0.5581395348837209,0.4444444444444444,0.43478260869565216,0.5833333333333334,0.5,0.6153846153846154
minimal_size_for_split=2,50,0.48333333333333334,0.27906976744186046,0.8,0.6666666666666666,0.6666666666666666,0.56,0.6896551724137931,0.5,0.5,0.3,0.56
minimal_size_for_split=5,2,0.7597765363128491,0.8648648648648649,0.75,0.8125,0.7692307692307693,0.75,0.7647058823529411,0.9142857142857143,0.7027027027027027,0.5405405405405406,0.7428571428571429
minimal_size_for_split=10,2,0.7486033519553073,0.7894736842105263,0.717948717948718,0.7333333333333333,0.6666666666666666,0.7894736842105263,0.7777777777777778,0.8648648648648649,0.7567567567567568,0.7096774193548387,0.6666666666666666
minimal_size_for_split=20,2,0.6815642458100558,0.8823529411764706,0.6153846153846154,0.7428571428571429,0.5625,0.5945945945945946,0.6486486486486487,0.8333333333333334,0.7906976744186046,0.5,0.6060606060606061
minimal_size_for_split=2,1,0.4581005586592179,0.29906542056074764,0.5,0.38095238095238093,0.6451612903225806,0.6206896551724138,0.5882352941176471,0.6206896551724138,0.5,0.42857142857142855,0.37037037037037035
minimal_size_for_split=40,2,0.6703910614525139,0.7894736842105263,0.5263157894736842,0.6428571428571429,0.7804878048780488,0.6875,0.5517241379310345,0.7692307692307693,0.7777777777777778,0.4444444444444444,0.6829268292682927
minimal_size_for_split=30,2,0.6256983240223464,0.9142857142857143,0.6666666666666666,0.5454545454545454,0.47368421052631576,0.6666666666666666,0.5945945945945946,0.7647058823529411,0.6829268292682927,0.5405405405405406,0.3870967741935484
minimal_size_for_split=50,2,0.5865921787709497,0.5263157894736842,0.5517241379310345,0.42424242424242425,0.7222222222222222,0.5714285714285714,0.5405405405405406,0.7894736842105263,0.6521739130434783,0.6857142857142857,0.3225806451612903
minimal_size_for_split=5,5,0.8491620111731844,0.9,0.8333333333333334,0.8484848484848485,0.8292682926829268,0.9142857142857143,0.8888888888888888,0.9142857142857143,0.8888888888888888,0.6857142857142857,0.7741935483870968
minimal_size_for_split=10,5,0.8938547486033519,1.0,0.918918918918919,0.8235294117647058,0.9444444444444444,0.9444444444444444,0.8571428571428571,0.9444444444444444,0.918918918918919,0.7058823529411765,0.8648648648648649
minimal_size_for_split=20,5,0.8715083798882681,1.0,0.8648648648648649,0.8387096774193549,0.8888888888888888,0.8292682926829268,0.8,0.9444444444444444,0.9142857142857143,0.7222222222222222,0.9142857142857143
minimal_size_for_split=30,5,0.8547486033519553,0.972972972972973,0.75,0.8666666666666667,0.7428571428571429,0.9714285714285714,0.7619047619047619,0.8823529411764706,0.918918918918919,0.8205128205128205,0.8648648648648649
minimal_size_for_split=40,5,0.7932960893854749,0.918918918918919,0.7777777777777778,0.7272727272727273,0.7659574468085106,0.8205128205128205,0.7741935483870968,0.9444444444444444,0.7567567567567568,0.6666666666666666,0.75
minimal_size_for_split=50,5,0.8156424581005587,0.918918918918919,0.75,0.5925925925925926,0.8205128205128205,0.8947368421052632,0.8333333333333334,0.9714285714285714,0.8333333333333334,0.6976744186046512,0.8
minimal_size_for_split=2,2,0.4022346368715084,0.3185840707964602,0.37037037037037035,0.5833333333333334,0.5,0.6,0.27586206896551724,0.48,0.4166666666666667,0.3333333333333333,0.42857142857142855
minimal_size_for_split=5,100,0.9777777777777777,0.972972972972973,1.0,1.0,0.9444444444444444,1.0,0.9714285714285714,1.0,0.9714285714285714,1.0,0.918918918918919
minimal_size_for_split=5,10,0.9441340782122905,1.0,0.9444444444444444,0.9444444444444444,0.972972972972973,0.9444444444444444,0.8888888888888888,0.9714285714285714,1.0,0.8823529411764706,0.8888888888888888
minimal_size_for_split=20,10,0.9441340782122905,0.9714285714285714,0.9090909090909091,0.9696969696969697,0.9743589743589743,0.9714285714285714,0.8947368421052632,0.9714285714285714,0.972972972972973,0.9142857142857143,0.8947368421052632
minimal_size_for_split=30,10,0.9162011173184358,0.9714285714285714,0.8888888888888888,1.0,0.9473684210526315,0.918918918918919,0.8205128205128205,0.9714285714285714,0.9714285714285714,0.7647058823529411,0.9142857142857143
minimal_size_for_split=10,10,0.9329608938547486,0.972972972972973,0.972972972972973,0.9375,1.0,0.9444444444444444,0.8571428571428571,0.9714285714285714,0.972972972972973,0.7777777777777778,0.9142857142857143
minimal_size_for_split=40,10,0.9106145251396648,1.0,0.8333333333333334,1.0,0.972972972972973,0.9444444444444444,0.8333333333333334,0.9444444444444444,0.9230769230769231,0.7647058823529411,0.8823529411764706
minimal_size_for_split=50,10,0.888268156424581,0.972972972972973,0.7878787878787878,0.875,0.9,0.918918918918919,0.8947368421052632,0.9411764705882353,0.972972972972973,0.8235294117647058,0.7777777777777778
minimal_size_for_split=5,20,0.9553072625698324,0.972972972972973,0.9714285714285714,1.0,0.972972972972973,0.9714285714285714,0.8888888888888888,0.9714285714285714,0.972972972972973,0.8888888888888888,0.9444444444444444
minimal_size_for_split=10,20,0.9497206703910615,1.0,0.9714285714285714,0.9714285714285714,0.972972972972973,0.9714285714285714,0.8947368421052632,0.9714285714285714,0.9473684210526315,0.8571428571428571,0.9411764705882353
minimal_size_for_split=20,20,0.9385474860335196,1.0,0.918918918918919,0.9714285714285714,0.9473684210526315,0.9444444444444444,0.8571428571428571,0.9444444444444444,1.0,0.8235294117647058,0.9714285714285714
minimal_size_for_split=30,20,0.9106145251396648,0.972972972972973,0.9142857142857143,0.8571428571428571,0.9142857142857143,0.8947368421052632,0.8648648648648649,0.9444444444444444,1.0,0.875,0.8648648648648649
minimal_size_for_split=40,20,0.9162011173184358,1.0,0.8,0.9032258064516129,0.9743589743589743,0.918918918918919,0.918918918918919,0.9714285714285714,0.9714285714285714,0.8205128205128205,0.8823529411764706
minimal_size_for_split=50,20,0.9273743016759777,0.9714285714285714,0.9473684210526315,0.9142857142857143,0.9743589743589743,0.8947368421052632,0.8648648648648649,0.9714285714285714,1.0,0.8666666666666667,0.8571428571428571
minimal_size_for_split=2,5,0.5139664804469274,0.3130434782608696,0.7142857142857143,0.38095238095238093,0.46153846153846156,0.6428571428571429,0.6428571428571429,0.6896551724137931,0.6153846153846154,0.6206896551724138,0.6428571428571429
minimal_size_for_split=2,50,0.55,0.3076923076923077,0.6666666666666666,0.6666666666666666,0.56,0.8,0.56,0.5925925925925926,0.8666666666666667,0.56,0.6666666666666666
minimal_size_for_split=10,50,0.9776536312849162,1.0,1.0,1.0,1.0,0.9444444444444444,0.9444444444444444,0.9714285714285714,0.972972972972973,0.9714285714285714,0.9714285714285714
minimal_size_for_split=5,50,0.9664804469273743,1.0,1.0,1.0,1.0,0.9714285714285714,0.8888888888888888,0.9444444444444444,1.0,0.9142857142857143,0.9444444444444444
minimal_size_for_split=20,50,0.9441340782122905,1.0,0.9444444444444444,0.9444444444444444,0.9473684210526315,0.9714285714285714,0.8888888888888888,0.9714285714285714,1.0,0.9090909090909091,0.8648648648648649
minimal_size_for_split=30,50,0.9441340782122905,1.0,0.972972972972973,0.9714285714285714,0.9473684210526315,0.918918918918919,0.8888888888888888,0.9714285714285714,1.0,0.8571428571428571,0.9090909090909091
minimal_size_for_split=50,50,0.9497206703910615,1.0,0.9444444444444444,1.0,1.0,0.9444444444444444,0.8421052631578947,0.9444444444444444,1.0,0.9090909090909091,0.9142857142857143
minimal_size_for_split=40,50,0.9217877094972067,1.0,0.9142857142857143,0.8823529411764706,0.9444444444444444,0.9444444444444444,0.8888888888888888,0.9444444444444444,0.972972972972973,0.8333333333333334,0.8888888888888888
minimal_size_for_split=2,20,0.55,0.3076923076923077,0.8387096774193549,0.7142857142857143,0.6666666666666666,0.7142857142857143,0.43478260869565216,0.7142857142857143,0.6153846153846154,0.7142857142857143,0.5
minimal_size_for_split=2,10,0.4692737430167598,0.27692307692307694,0.43478260869565216,0.45454545454545453,0.7741935483870968,0.5,0.6153846153846154,0.6666666666666666,0.6153846153846154,0.38095238095238093,0.6428571428571429
minimal_size_for_split=10,100,0.9664804469273743,1.0,1.0,0.9714285714285714,0.9743589743589743,0.9714285714285714,0.918918918918919,0.9714285714285714,1.0,0.8823529411764706,0.9714285714285714
minimal_size_for_split=20,100,0.9553072625698324,1.0,1.0,0.9411764705882353,0.972972972972973,0.9714285714285714,0.918918918918919,0.9714285714285714,1.0,0.8571428571428571,0.918918918918919
minimal_size_for_split=30,100,0.9441340782122905,1.0,0.9714285714285714,0.9411764705882353,0.9473684210526315,0.9714285714285714,0.8888888888888888,0.9444444444444444,1.0,0.8823529411764706,0.8947368421052632
minimal_size_for_split=40,100,0.9497206703910615,1.0,0.9444444444444444,0.9411764705882353,1.0,0.9444444444444444,0.918918918918919,0.9714285714285714,1.0,0.8823529411764706,0.8888888888888888
minimal_size_for_split=50,100,0.9329608938547486,1.0,0.8947368421052632,0.9411764705882353,1.0,0.9444444444444444,0.8888888888888888,0.9444444444444444,1.0,0.8125,0.8888888888888888
minimal_size_for_split=5,1,0.7430167597765364,0.8108108108108109,0.7777777777777778,0.7894736842105263,0.8648648648648649,0.75,0.75,0.8571428571428571,0.7777777777777778,0.4666666666666667,0.5405405405405406
minimal_size_for_split=10,1,0.7206703910614525,0.7272727272727273,0.6470588235294118,0.7428571428571429,0.6818181818181818,0.7777777777777778,0.7567567567567568,0.8571428571428571,0.7777777777777778,0.7058823529411765,0.5294117647058824
minimal_size_for_split=20,1,0.776536312849162,0.9375,0.7567567567567568,0.7692307692307693,0.7894736842105263,0.8292682926829268,0.8484848484848485,0.8717948717948718,0.8333333333333334,0.23076923076923078,0.7567567567567568
minimal_size_for_split=30,1,0.6927374301675978,0.6363636363636364,0.6666666666666666,0.75,0.6857142857142857,0.7777777777777778,0.8888888888888888,0.7567567567567568,0.7878787878787878,0.27586206896551724,0.6285714285714286
minimal_size_for_split=40,1,0.7430167597765364,0.875,0.6666666666666666,0.7567567567567568,0.6382978723404256,0.8372093023255814,0.8571428571428571,0.8888888888888888,0.8333333333333334,0.17391304347826086,0.7222222222222222
minimal_size_for_split=50,1,0.6983240223463687,0.6666666666666666,0.5882352941176471,0.8235294117647058,0.7906976744186046,0.7096774193548387,0.8333333333333334,0.918918918918919,0.7441860465116279,0.1875,0.6206896551724138
minimal_size_for_split=2,1,0.5139664804469274,0.26804123711340205,0.4827586206896552,0.5833333333333334,0.7428571428571429,0.7333333333333333,0.7428571428571429,0.5714285714285714,0.5185185185185185,0.46153846153846156,0.5185185185185185
minimal_size_for_split=5,2,0.7206703910614525,0.6046511627906976,0.7555555555555555,0.7272727272727273,0.7368421052631579,0.7428571428571429,0.918918918918919,0.7647058823529411,0.7333333333333333,0.5333333333333333,0.6666666666666666
minimal_size_for_split=10,2,0.7430167597765364,0.7333333333333333,0.7027027027027027,0.7647058823529411,0.8,0.85,0.8205128205128205,0.8571428571428571,0.7878787878787878,0.41025641025641024,0.7222222222222222
minimal_size_for_split=20,2,0.7877094972067039,0.9090909090909091,0.7333333333333333,0.8571428571428571,0.8648648648648649,0.8333333333333334,0.8,0.85,0.7,0.625,0.6857142857142857
minimal_size_for_split=30,2,0.7262569832402235,0.8108108108108109,0.6222222222222222,0.8292682926829268,0.8235294117647058,0.7741935483870968,0.7333333333333333,0.6470588235294118,0.9,0.48484848484848486,0.6060606060606061
minimal_size_for_split=40,2,0.7430167597765364,0.8947368421052632,0.5128205128205128,0.8275862068965517,0.7619047619047619,0.7567567567567568,0.9090909090909091,0.9090909090909091,0.75,0.6285714285714286,0.5
minimal_size_for_split=50,2,0.7374301675977654,0.8125,0.6285714285714286,0.7619047619047619,0.7567567567567568,0.8947368421052632,0.8125,0.8648648648648649,0.6666666666666666,0.5,0.65
minimal_size_for_split=2,2,0.5251396648044693,0.29473684210526313,0.6896551724137931,0.6451612903225806,0.6206896551724138,0.7333333333333333,0.625,0.6153846153846154,0.6666666666666666,0.23076923076923078,0.6
minimal_size_for_split=5,100,0.9720670391061452,1.0,1.0,1.0,0.9743589743589743,0.9714285714285714,0.918918918918919,0.9714285714285714,1.0,0.9142857142857143,0.9714285714285714
minimal_size_for_split=2,50,0.4777777777777778,0.27692307692307694,0.36363636363636365,0.7142857142857143,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.7586206896551724,0.6666666666666666,0.2,0.6153846153846154
minimal_size_for_split=10,5,0.8994413407821229,0.9411764705882353,0.9473684210526315,0.9714285714285714,0.8717948717948718,0.9473684210526315,0.9142857142857143,0.972972972972973,0.8888888888888888,0.7333333333333333,0.7777777777777778
minimal_size_for_split=5,5,0.9273743016759777,0.9714285714285714,0.9473684210526315,0.918918918918919,0.972972972972973,0.8717948717948718,0.9444444444444444,0.972972972972973,0.9411764705882353,0.7142857142857143,0.972972972972973
minimal_size_for_split=20,5,0.8659217877094972,0.9142857142857143,0.85,0.9444444444444444,0.8717948717948718,0.9230769230769231,0.9142857142857143,0.9714285714285714,0.8823529411764706,0.6206896551724138,0.7222222222222222
minimal_size_for_split=30,5,0.888268156424581,0.9696969696969697,0.8205128205128205,0.8648648648648649,0.972972972972973,0.9473684210526315,1.0,0.8888888888888888,0.8235294117647058,0.6451612903225806,0.918918918918919
minimal_size_for_split=40,5,0.8603351955307262,0.9411764705882353,0.75,0.9444444444444444,0.8292682926829268,0.8717948717948718,0.9142857142857143,0.9444444444444444,0.8571428571428571,0.7586206896551724,0.7878787878787878
minimal_size_for_split=50,5,0.8435754189944135,0.9411764705882353,0.8108108108108109,0.8947368421052632,0.8717948717948718,0.8823529411764706,0.918918918918919,0.9444444444444444,0.8,0.6,0.7272727272727273
minimal_size_for_split=10,10,0.9497206703910615,0.9696969696969697,0.9230769230769231,0.9714285714285714,0.9444444444444444,0.972972972972973,0.9444444444444444,1.0,0.9473684210526315,0.9375,0.8888888888888888
minimal_size_for_split=20,10,0.9385474860335196,0.9696969696969697,0.9473684210526315,1.0,0.972972972972973,0.972972972972973,0.918918918918919,0.972972972972973,0.9,0.875,0.8484848484848485
minimal_size_for_split=30,10,0.9329608938547486,0.9411764705882353,0.9473684210526315,0.9444444444444444,0.9444444444444444,0.9473684210526315,0.972972972972973,0.972972972972973,0.9230769230769231,0.7857142857142857,0.9142857142857143
minimal_size_for_split=40,10,0.9162011173184358,0.9696969696969697,0.9,0.9714285714285714,0.9230769230769231,0.918918918918919,0.972972972972973,0.972972972972973,0.8947368421052632,0.7142857142857143,0.8823529411764706
minimal_size_for_split=50,10,0.9050279329608939,0.9411764705882353,0.8888888888888888,0.918918918918919,0.9473684210526315,0.9473684210526315,0.9230769230769231,0.9714285714285714,0.8947368421052632,0.8235294117647058,0.7586206896551724
minimal_size_for_split=5,10,0.9385474860335196,0.9696969696969697,0.9230769230769231,0.9714285714285714,0.972972972972973,0.8780487804878049,1.0,0.9714285714285714,0.918918918918919,0.8275862068965517,0.9444444444444444
